name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;213;0;655;3081;917;3081;917;0
header;78;105;78;140;1712;140;1712;105
A;397;162;397;165;398;165;398;162
A;886;180;886;208;909;208;909;180
D;236;215;236;242;273;242;273;215
B;562;283;562;294;570;294;570;283
A;784;468;784;479;791;479;791;468
B;882;857;882;884;903;884;903;857
C;880;1527;880;1556;901;1556;901;1527
A;857;1664;857;1676;863;1676;863;1664
B;674;1787;674;1805;688;1805;688;1787
B;599;1877;599;1896;614;1896;614;1877
D;881;2205;881;2232;901;2232;901;2205
A;679;2826;679;2835;683;2835;683;2826
